country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
Andorra,2018,0.495,6.423,,,,,,,,,,0.495,6.423,6.3,0.029,,,,,,14.103,,,,,14.103,,,0,,,,,0,,0,,,,,0,,0.59,7.662,0.59,7.662,0.05,0.649,0,0,77008,,,,
Angola,2000,9.516,0.58,,0.081,0.005,,,4.683,0.286,1.085,0.066,3.668,0.224,4.23,0.386,0.405,0.293,,,,190.14,7.103,,68.065,15.025,98.346,,,0.04,0.01,,1.74,0.02,0.04,,0.02,0.04,,0.64,0.01,0.03,,73.29,4.47,49.59,3.025,32.92,2.008,17.63,1.075,16395476,23512020992,32.448,1979.086,1.38
Angola,2001,9.671,0.571,,0.221,0.013,,,4.159,0.245,0.989,0.058,4.302,0.254,1.63,0.155,0.372,0.274,,,,199.811,7.325,,72.224,16.014,102.647,,,0.04,0.03,,1.53,0.02,0.04,,0.02,0.04,,0.67,0.01,0.03,,95.49,5.635,51.73,3.053,28.14,1.661,18.74,1.106,16945753,26014777344,35.234,2079.22,1.354
Angola,2002,12.598,0.719,,0.239,0.014,,,6.181,0.353,1.158,0.066,5.02,0.286,30.27,2.927,0.401,0.336,,,,212.409,7.564,,78.405,17.172,107.667,,,0.05,0.03,,2.15,0.02,0.05,,0.02,0.04,,0.7,0.01,0.03,,100.57,5.74,55.61,3.174,30.69,1.752,20.57,1.174,17519418,31389599744,37.546,2143.127,1.196
Angola,2003,8.989,0.496,,0.28,0.015,,,0.656,0.036,1.216,0.067,6.837,0.377,-28.65,-3.609,0.256,0.216,,,,221.398,7.844,,79.061,18.388,114.504,,,0.03,0.03,,0.23,0.02,0.06,,0.02,0.04,,0.69,0.01,0.03,,111.24,6.139,65.37,3.607,34.19,1.887,23.34,1.288,18121477,35081187328,41.666,2299.266,1.188
Angola,2004,18.701,0.997,,0.3,0.016,,,11.926,0.636,1.44,0.077,5.034,0.268,108.04,9.712,0.453,0.406,,,,240.098,8.144,,90.987,19.828,119.538,,,0.07,0.03,,3.83,0.03,0.05,,0.02,0.04,,0.77,0.01,0.03,,114.92,6.126,67.74,3.611,35.79,1.908,24.14,1.287,18758138,41307009024,46.077,2456.37,1.115
Angola,2005,19.006,0.978,,0.521,0.027,,,12.502,0.643,1.249,0.064,4.734,0.244,1.63,0.305,0.366,0.484,,,,259.104,8.665,,103.489,21.077,124.272,,,0.06,0.05,,3.76,0.02,0.04,,0.02,0.04,,0.86,0.01,0.03,,115.14,5.925,67.23,3.459,36.99,1.903,24.23,1.247,19433604,51967275008,39.23,2018.653,0.755
Angola,2006,22.102,1.097,,0.539,0.027,,,12.502,0.62,1.304,0.065,7.757,0.385,16.29,3.096,0.331,0.447,,,,281.206,9.204,,115.99,22.382,132.029,,,0.07,0.05,,3.75,0.02,0.07,,0.02,0.04,,0.93,0.01,0.03,,114.99,5.707,68.08,3.379,36.59,1.816,22.35,1.109,20149905,66748907520,49.463,2454.761,0.741
Angola,2007,24.977,1.195,,0.542,0.026,,,14.04,0.672,1.594,0.076,8.801,0.421,13.01,2.876,0.287,0.439,,,,306.183,9.746,,130.031,23.976,140.83,,,0.08,0.05,,4.03,0.03,0.08,,0.02,0.04,,1.02,0.02,0.03,,121.86,5.829,74.85,3.58,39.07,1.869,23.56,1.127,20905360,87085293568,56.855,2719.624,0.653
Angola,2008,25.486,1.175,,0.685,0.032,,,13.311,0.614,1.271,0.059,10.219,0.471,2.04,0.509,0.241,0.382,,,,331.669,10.431,,143.342,25.247,151.049,,,0.08,0.06,,3.67,0.02,0.09,,0.03,0.04,,1.09,0.02,0.03,,123.39,5.687,76.08,3.507,39.76,1.833,22.79,1.05,21695636,1.05592E+11,66.637,3071.442,0.631
Angola,2009,27.565,1.224,,0.693,0.031,,,13.286,0.59,1.29,0.057,12.296,0.546,8.16,2.079,0.239,0.364,,,,359.234,11.124,,156.628,26.537,163.345,,,0.09,0.06,,3.61,0.02,0.11,,0.03,0.04,,1.16,0.02,0.04,,128.34,5.7,79.69,3.54,41.84,1.858,23.59,1.048,22514275,1.15246E+11,75.825,3367.848,0.658
Angola,2010,28.865,1.236,,0.578,0.025,,,13.546,0.58,1.37,0.059,13.37,0.572,4.71,1.3,0.227,0.347,,,,388.099,11.702,,170.174,27.907,176.715,,,0.09,0.05,,3.69,0.02,0.12,,0.03,0.04,,1.23,0.02,0.04,,133.35,5.709,84.12,3.602,44.25,1.895,24.78,1.061,23356247,1.26982E+11,83.179,3561.306,0.655
Angola,2011,30.33,1.252,,0.765,0.032,,,13.817,0.57,1.403,0.058,14.345,0.592,5.08,1.465,0.216,0.348,,,,418.429,12.467,,183.991,29.31,191.06,,,0.09,0.06,,3.9,0.02,0.13,,0.03,0.04,,1.29,0.02,0.04,,133.54,5.513,86.04,3.552,43.8,1.808,24.47,1.01,24220660,1.40474E+11,87.199,3600.198,0.621
Angola,2012,33.801,1.346,,1.147,0.046,,,13.964,0.556,1.422,0.057,17.268,0.688,11.44,3.471,0.227,0.371,,,,452.229,13.614,,197.954,30.732,208.328,,,0.1,0.08,,3.83,0.02,0.15,,0.03,0.04,,1.36,0.02,0.04,,133.21,5.305,84.93,3.383,43.18,1.72,23.94,0.953,25107925,1.49071E+11,91.069,3627.098,0.611
Angola,2013,33.229,1.277,,1.557,0.06,,,13.465,0.518,0.766,0.029,17.441,0.67,-1.69,-0.572,0.207,0.326,,,,485.458,15.171,,211.419,31.498,225.769,,,0.09,0.11,,3.64,0.01,0.15,,0.03,0.05,,1.41,0.02,0.04,,135.41,5.205,88.41,3.398,42.88,1.648,23.84,0.916,26015786,1.60861E+11,101.919,3917.574,0.634
Angola,2014,33.296,1.236,,1.976,0.073,,,13.453,0.499,0.579,0.022,17.289,0.642,0.2,0.068,0.196,0.297,,,,518.754,17.147,,224.872,32.077,243.057,,,0.09,0.13,,3.53,0.01,0.15,,0.04,0.05,,1.47,0.02,0.05,,136.5,5.066,88.98,3.303,42.41,1.574,23.56,0.874,26941773,1.70193E+11,112.177,4163.682,0.659
Angola,2015,33.621,1.206,,2.03,0.073,,,13.459,0.483,1.44,0.052,16.691,0.599,0.98,0.325,0.19,0.287,,,,552.375,19.178,,238.331,33.517,259.749,,,0.09,0.14,,3.61,0.02,0.14,,0.04,0.05,,1.52,0.02,0.05,,139.09,4.988,90.62,3.25,43.34,1.554,24.65,0.884,27884380,1.76849E+11,116.999,4195.878,0.662
Angola,2016,31.404,1.089,,1.744,0.06,,,12.762,0.442,1.495,0.052,15.403,0.534,-6.6,-2.217,0.176,0.294,,,,583.779,20.922,,251.093,35.012,275.152,,,0.09,0.12,,3.29,0.02,0.13,,0.04,0.06,,1.56,0.02,0.05,,138.85,4.814,91.24,3.163,43.15,1.496,24.33,0.844,28842482,1.78334E+11,106.752,3701.193,0.599
Angola,2017,28.42,0.953,,0.178,0.006,,,13.835,0.464,1.572,0.053,12.835,0.43,-9.5,-2.983,0.16,0.279,,,,612.2,21.1,,264.928,36.584,287.987,,,0.08,0.01,,3.27,0.02,0.11,,0.04,0.06,,1.6,0.02,0.05,,137.32,4.605,87.18,2.924,44.42,1.49,26.06,0.874,29816769,1.78066E+11,101.83,3415.198,0.572
Angola,2018,24.376,0.791,,1.937,0.063,,,7.867,0.255,1.608,0.052,12.963,0.421,-14.23,-4.045,0.139,0.246,,,,636.575,23.037,,272.795,38.192,300.95,,,0.07,0.12,,1.91,0.02,0.11,,0.04,0.06,,1.61,0.02,0.05,,124.59,4.044,79.73,2.588,39.96,1.297,21.27,0.69,30809787,1.7593E+11,98.985,3212.779,0.563
Argentina,2000,142.358,3.861,-2.259,2.771,0.075,1.656,0.045,1.059,0.029,69.438,1.883,67.434,1.829,-3.35,-4.927,0.265,0.201,140.1,3.8,0.261,4979.455,122.054,465.173,152.606,1138.292,3101.329,,-1.59,0.56,0.39,0.02,0.39,1.47,0.66,,0.48,0.67,0.09,1.44,0.94,0.85,,331.14,8.981,284.59,7.719,111.46,3.023,40.08,1.087,36870796,5.36481E+11,709.047,19230.577,1.322
Argentina,2001,134.004,3.595,-4.875,2.481,0.067,1.29,0.035,1.088,0.029,64.809,1.739,64.336,1.726,-5.87,-8.354,0.26,0.194,129.129,3.464,0.251,5113.459,124.535,466.463,153.695,1203.101,3165.665,,-3.64,0.53,0.33,0.01,0.4,1.36,0.62,,0.48,0.65,0.09,1.42,0.95,0.84,,372.45,9.992,277.33,7.44,109.59,2.94,39.48,1.059,37275644,5.15221E+11,690.743,18530.684,1.341
Argentina,2002,124.392,3.301,-42.045,1.729,0.046,1.099,0.029,1.447,0.038,62.62,1.662,57.497,1.526,-7.17,-9.612,0.27,0.187,82.347,2.185,0.178,5237.851,126.264,467.562,155.142,1265.721,3223.162,,-33.8,0.48,0.22,0.01,0.5,1.27,0.55,,0.48,0.64,0.09,1.39,0.97,0.83,,369.3,9.801,274.15,7.275,112.9,2.996,40.07,1.063,37681743,4.61203E+11,663.971,17620.488,1.44
Argentina,2003,134.631,3.535,-26.6,2.28,0.06,1.99,0.052,1.935,0.051,69.07,1.813,59.357,1.558,8.23,10.239,0.267,0.19,108.031,2.836,0.214,5372.482,128.544,469.551,157.077,1334.791,3282.519,,-19.76,0.49,0.27,0.02,0.67,1.36,0.56,,0.48,0.62,0.08,1.37,0.98,0.83,,391.04,10.267,295.74,7.765,119.42,3.135,44.03,1.156,38087866,5.04301E+11,709.362,18624.365,1.407
Argentina,2004,157.043,4.08,-30.401,2.701,0.07,2.198,0.057,1.422,0.037,82.911,2.154,67.812,1.762,16.65,22.412,0.284,0.209,126.643,3.29,0.229,5529.525,131.245,471.75,158.498,1417.701,3350.331,,-19.36,0.55,0.3,0.02,0.46,1.57,0.62,,0.48,0.61,0.08,1.35,1,0.82,,406.44,10.559,310.99,8.079,120.72,3.136,44.31,1.151,38491970,5.52378E+11,752.068,19538.314,1.362
Argentina,2005,161.434,4.151,-26.885,3.241,0.083,3.268,0.084,1.158,0.03,81.967,2.108,71.8,1.846,2.8,4.391,0.267,0.202,134.55,3.46,0.223,5690.96,134.486,475.018,159.656,1499.669,3422.131,,-16.65,0.55,0.34,0.03,0.35,1.52,0.65,,0.48,0.6,0.08,1.32,1.02,0.82,,410.92,10.565,315.57,8.114,120.88,3.108,43.81,1.126,38892924,6.04065E+11,798.026,20518.547,1.321
Argentina,2006,174.609,4.444,-25.009,3.764,0.096,3.866,0.098,1.198,0.03,83.869,2.135,81.912,2.085,8.16,13.175,0.266,0.208,149.6,3.808,0.228,5865.569,138.25,478.884,160.854,1583.538,3504.043,,-14.32,0.57,0.36,0.03,0.36,1.52,0.73,,0.48,0.59,0.08,1.3,1.04,0.81,,425.42,10.828,330.12,8.402,122.99,3.13,45.18,1.15,39289876,6.55699E+11,839.4,21364.27,1.28
Argentina,2007,174.246,4.391,-18.6,3.998,0.101,3.66,0.092,1.458,0.037,87.178,2.197,77.952,1.964,-0.21,-0.363,0.243,0.198,155.646,3.922,0.217,6039.814,142.248,482.544,162.312,1670.715,3581.994,,-10.67,0.55,0.36,0.03,0.42,1.53,0.69,,0.49,0.58,0.08,1.27,1.06,0.81,,438.82,11.058,343.55,8.657,123.76,3.119,47.57,1.199,39684303,7.18085E+11,879.095,22152.215,1.224
Argentina,2008,188.106,4.693,-17.425,3.99,0.1,3.877,0.097,1.462,0.036,90.12,2.248,88.658,2.212,7.95,13.86,0.251,0.212,170.681,4.258,0.227,6227.92,146.238,486.42,163.774,1760.835,3670.652,,-9.26,0.59,0.35,0.03,0.4,1.53,0.79,,0.49,0.57,0.08,1.25,1.07,0.81,,442.98,11.052,347.61,8.673,122.73,3.062,46.25,1.154,40080159,7.50664E+11,888.751,22174.339,1.184
Argentina,2009,178.949,4.42,-18.525,3.81,0.094,3.232,0.08,1.532,0.038,87.995,2.174,82.381,2.035,-4.87,-9.157,0.252,0.207,160.425,3.963,0.226,6406.87,150.048,489.652,165.306,1848.83,3753.034,,-10.35,0.57,0.33,0.02,0.42,1.53,0.75,,0.49,0.55,0.08,1.23,1.09,0.81,,424.07,10.475,328.57,8.116,117.95,2.914,40.86,1.009,40482786,7.09526E+11,864.127,21345.532,1.218
Argentina,2010,186.733,4.566,-11.727,4.178,0.102,3.99,0.098,1.491,0.036,86.928,2.126,90.145,2.204,4.35,7.784,0.238,0.208,175.006,4.279,0.223,6593.603,154.226,493.642,166.797,1935.758,3843.179,,-6.28,0.56,0.33,0.03,0.41,1.4,0.8,,0.49,0.55,0.08,1.2,1.1,0.81,,429.81,10.51,334.59,8.182,110.02,2.69,41.86,1.024,40895751,7.84986E+11,898.253,21964.448,1.144
Argentina,2011,190.274,4.605,-7.079,4.586,0.111,4.723,0.114,1.469,0.036,92.587,2.241,86.908,2.103,1.9,3.541,0.228,0.205,183.195,4.434,0.219,6783.877,158.812,498.365,168.266,2028.345,3930.087,,-3.72,0.55,0.34,0.03,0.41,1.45,0.77,,0.49,0.54,0.08,1.18,1.11,0.81,,410.64,9.938,344.8,8.345,109.26,2.644,42.78,1.035,41320497,8.3597E+11,926.83,22430.272,1.109
Argentina,2012,191.715,4.591,-3.086,4.184,0.1,5.009,0.12,1.554,0.037,95.381,2.284,85.587,2.05,0.76,1.441,0.232,0.2,188.628,4.518,0.228,6975.591,162.996,503.374,169.82,2123.727,4015.675,,-1.61,0.55,0.3,0.03,0.43,1.47,0.74,,0.49,0.53,0.07,1.17,1.13,0.81,,414.84,9.935,348.94,8.357,111.89,2.68,42.28,1.013,41755188,8.27405E+11,961.133,23018.299,1.162
Argentina,2013,190.133,4.506,4.017,4.581,0.109,4.84,0.115,1.887,0.045,91.338,2.165,87.487,2.073,-0.82,-1.581,0.224,0.19,194.151,4.601,0.229,7165.725,167.577,508.214,171.707,2215.065,4103.162,,2.11,0.54,0.32,0.03,0.51,1.39,0.76,,0.5,0.52,0.07,1.15,1.13,0.81,,424.7,10.065,358.18,8.488,113.8,2.697,43.97,1.042,42196034,8.47305E+11,998.486,23663.029,1.178
Argentina,2014,188.657,4.425,4.133,4.336,0.102,5.536,0.13,1.649,0.039,92.844,2.178,84.292,1.977,-0.78,-1.476,0.228,0.189,192.79,4.522,0.233,7354.382,171.913,513.75,173.356,2307.909,4187.454,,2.19,0.53,0.29,0.04,0.43,1.39,0.72,,0.5,0.51,0.07,1.13,1.14,0.8,,421.76,9.892,356.1,8.352,114.23,2.679,43.89,1.029,42637508,8.25981E+11,996.752,23377.346,1.207
Argentina,2015,192.406,4.467,9.751,4.571,0.106,5.467,0.127,1.88,0.044,93.535,2.171,86.954,2.019,1.99,3.749,0.227,0.189,202.157,4.693,0.238,7546.788,176.484,519.217,175.235,2401.443,4274.408,,5.07,0.54,0.32,0.04,0.5,1.38,0.73,,0.5,0.5,0.07,1.12,1.15,0.8,,428.37,9.945,362.56,8.417,114.21,2.651,43.56,1.011,43075416,8.47855E+11,1015.811,23582.162,1.198
Argentina,2016,190.977,4.389,4.219,4.029,0.093,4.192,0.096,1.898,0.044,96.303,2.213,84.556,1.943,-0.74,-1.429,0.23,0.189,195.196,4.486,0.236,7737.765,180.513,523.409,177.133,2497.746,4358.964,,2.21,0.54,0.27,0.03,0.49,1.38,0.71,,0.5,0.49,0.07,1.1,1.16,0.8,,396.27,9.108,366.37,8.421,115.67,2.659,46.48,1.068,43508459,8.28373E+11,1009.007,23191.054,1.218
Argentina,2017,187.805,4.274,7.59,4.421,0.101,4.279,0.097,1.806,0.041,96.442,2.195,80.856,1.84,-1.66,-3.172,0.221,0.186,195.394,4.447,0.23,7925.57,184.935,527.688,178.94,2594.188,4439.819,,4.04,0.52,0.29,0.03,0.43,1.36,0.67,,0.5,0.48,0.07,1.08,1.16,0.8,,397.7,9.052,367.32,8.36,117.89,2.683,48.68,1.108,43937143,8.50482E+11,1011.457,23020.551,1.189
Argentina,2018,181.1,4.082,3.691,4.378,0.099,4.356,0.098,1.847,0.042,96.125,2.167,74.394,1.677,-3.57,-6.705,0.218,0.182,184.79,4.166,0.223,8106.669,189.312,532.045,180.786,2690.313,4514.213,,2.04,0.49,0.28,0.03,0.45,1.29,0.61,,0.5,0.47,0.07,1.07,1.17,0.79,,395.5,8.915,365.65,8.243,117.92,2.658,48.01,1.082,44361150,8.29373E+11,997.102,22476.927,1.202
Australia,2000,351.82,18.525,-60.477,3.643,0.192,186.942,9.844,8.003,0.421,46.885,2.469,102.976,5.422,1.51,5.221,0.508,0.27,291.343,15.341,0.421,10689.034,123.698,6467.432,81.514,774.951,3208.973,32.466,-17.19,1.39,0.51,2.07,2.97,0.99,1,1.57,1.02,0.68,1.23,0.77,0.64,0.88,0.81,661.97,34.856,608.21,32.025,169.83,8.942,99.8,5.255,18991434,6.91887E+11,1302.451,68580.982,1.882
Australia,2001,360.455,18.779,-62.273,3.574,0.186,191.835,9.994,8.248,0.43,49.769,2.593,103.536,5.394,2.45,8.635,0.505,0.275,298.181,15.535,0.418,11049.488,127.272,6659.267,89.762,824.72,3312.51,35.958,-17.28,1.42,0.48,2.12,3.03,1.04,1,1.65,1.03,0.67,1.25,0.83,0.65,0.88,0.85,665.72,34.683,634.1,33.035,176.75,9.208,110.29,5.746,19194676,7.13626E+11,1312.784,68393.125,1.84
Australia,2002,367.113,18.922,-46.357,3.541,0.182,194.077,10.003,8.131,0.419,51.353,2.647,106.127,5.47,1.85,6.658,0.492,0.274,320.756,16.533,0.43,11416.601,130.813,6853.344,97.893,876.073,3418.636,39.842,-12.63,1.41,0.45,2.05,2.83,1.04,1.02,1.81,1.04,0.66,1.26,0.88,0.67,0.88,0.89,660.75,34.057,627.08,32.321,169.22,8.722,104.38,5.38,19401366,7.46683E+11,1338.907,69010.981,1.793
Australia,2003,373.233,19.019,-38.983,3.622,0.185,197.462,10.062,7.236,0.369,50.233,2.56,110.743,5.643,1.67,6.12,0.482,0.275,334.25,17.033,0.432,11789.834,134.435,7050.805,105.129,926.306,3529.379,43.779,-10.44,1.36,0.43,1.93,2.51,0.99,1.04,1.79,1.05,0.65,1.27,0.92,0.68,0.89,0.94,583.65,29.741,546.71,27.859,130.72,6.661,66.06,3.366,19624163,7.73869E+11,1357.719,69186.097,1.754
Australia,2004,386.766,19.455,-39.372,3.591,0.181,204.293,10.276,6.93,0.349,53.059,2.669,114.938,5.782,3.63,13.533,0.478,0.276,347.394,17.475,0.429,12176.601,138.027,7255.099,112.059,979.365,3644.317,47.733,-10.18,1.35,0.4,1.87,2.23,1.01,1.04,1.72,1.06,0.64,1.28,0.95,0.69,0.89,0.97,635.5,31.967,605.38,30.452,148.37,7.463,86.27,4.34,19879654,8.0942E+11,1400.628,70455.362,1.73
Australia,2005,387.602,19.209,-44.99,3.678,0.182,201.452,9.984,6.942,0.344,54.681,2.71,116.944,5.795,0.22,0.835,0.461,0.276,342.612,16.979,0.408,12564.202,141.705,7456.55,119.002,1034.046,3761.261,51.639,-11.61,1.31,0.38,1.74,2.09,1.01,1.05,1.62,1.06,0.63,1.29,0.99,0.7,0.9,1,598.44,29.657,568.38,28.168,129.13,6.399,63.43,3.143,20178543,8.40555E+11,1404.486,69602.964,1.671
Australia,2006,397.295,19.355,-35.733,3.937,0.192,206.942,10.082,7.137,0.348,56.509,2.753,118.868,5.791,2.5,9.693,0.457,0.271,361.562,17.615,0.416,12961.497,145.641,7663.492,126.139,1090.555,3880.129,55.541,-8.99,1.3,0.38,1.69,2.14,1.02,1.06,1.55,1.07,0.62,1.3,1.02,0.72,0.9,1.03,646.91,31.516,611.7,29.801,150.66,7.34,85.56,4.168,20526300,8.68839E+11,1465.437,71393.127,1.687
Australia,2007,401.926,19.216,-29.303,3.994,0.191,204.714,9.787,7.549,0.361,61.4,2.936,120.161,5.745,1.17,4.631,0.44,0.269,372.622,17.815,0.408,13363.422,149.636,7868.206,133.688,1151.955,4000.29,59.648,-7.29,1.28,0.36,1.6,2.17,1.08,1.07,1.59,1.07,0.6,1.31,1.05,0.73,0.91,1.05,646.46,30.907,614.99,29.402,145.83,6.972,78.73,3.764,20916339,9.13876E+11,1496.329,71538.781,1.637
Australia,2008,409.653,19.203,-41.966,3.915,0.184,207.416,9.723,7.583,0.356,62.615,2.935,123.968,5.811,1.92,7.728,0.435,0.27,367.687,17.236,0.39,13773.075,153.55,8075.622,141.271,1214.57,4124.258,63.804,-10.24,1.28,0.34,1.57,2.09,1.07,1.11,1.6,1.08,0.59,1.31,1.08,0.74,0.91,1.08,617.09,28.928,587.26,27.529,128.75,6.035,62.33,2.922,21332293,9.42109E+11,1517.156,71120.138,1.61
Australia,2009,401.321,18.451,-17.26,3.775,0.174,203.142,9.34,7.854,0.361,62.222,2.861,120.643,5.547,-2.03,-8.332,0.416,0.269,384.061,17.657,0.398,14174.397,157.325,8278.764,149.125,1276.792,4244.901,67.489,-4.3,1.27,0.32,1.55,2.14,1.08,1.1,1.52,1.08,0.58,1.32,1.11,0.75,0.92,1.1,633.8,29.139,601.07,27.634,133.07,6.118,67.5,3.103,21750852,9.64938E+11,1490.583,68529.882,1.545
Australia,2010,404.533,18.26,-21.081,3.544,0.16,200.253,9.039,8.179,0.369,64.172,2.896,124.384,5.614,0.8,3.212,0.407,0.273,383.453,17.308,0.386,14578.93,160.869,8479.016,157.305,1340.964,4369.284,71.492,-5.21,1.21,0.28,1.43,2.23,1.03,1.1,1.63,1.09,0.57,1.32,1.14,0.76,0.92,1.12,601.14,27.134,571.22,25.783,119.58,5.398,54.94,2.48,22154687,9.94068E+11,1480.259,66814.686,1.489
Australia,2011,405.344,17.985,-12.473,3.509,0.156,192.845,8.556,7.905,0.351,66.729,2.961,130.295,5.781,0.2,0.811,0.395,0.266,392.871,17.432,0.383,14984.274,164.378,8671.861,165.209,1407.693,4499.579,75.554,-3.08,1.18,0.26,1.3,2.23,1.05,1.15,1.48,1.09,0.55,1.32,1.16,0.77,0.93,1.13,644.74,28.607,673.13,29.866,169.32,7.513,108.34,4.807,22538002,1.02604E+12,1523.502,67597.023,1.485
Australia,2012,402.666,17.581,7.63,3.488,0.152,187.515,8.187,8.217,0.359,67.124,2.931,132.536,5.787,-0.66,-2.678,0.378,0.268,410.296,17.914,0.386,15386.94,167.866,8859.376,173.426,1474.817,4632.116,79.339,1.89,1.15,0.25,1.25,2.25,1.03,1.15,1.37,1.09,0.54,1.32,1.19,0.78,0.93,1.14,643.12,28.079,670.93,29.293,167.51,7.314,107.94,4.713,22903951,1.06416E+12,1504.63,65693.01,1.414
Australia,2013,393.171,16.907,-5.506,3.255,0.14,174.256,7.493,8.743,0.376,68.821,2.959,134.566,5.787,-2.36,-9.495,0.362,0.258,387.665,16.67,0.357,15780.11,171.121,9033.632,182.169,1543.638,4766.682,82.868,-1.4,1.11,0.23,1.16,2.36,1.05,1.16,1.2,1.09,0.53,1.32,1.22,0.79,0.94,1.14,555.26,23.877,581.89,25.022,128.5,5.526,64.99,2.795,23254912,1.08711E+12,1523.72,65522.498,1.402
Australia,2014,399.254,16.92,-2.744,3.18,0.135,170.393,7.221,9.398,0.398,72.773,3.084,139.45,5.91,1.55,6.083,0.357,0.259,396.51,16.804,0.355,16179.364,174.301,9204.025,191.568,1616.412,4906.132,86.927,-0.69,1.12,0.21,1.13,2.46,1.09,1.2,1.34,1.09,0.51,1.31,1.25,0.8,0.94,1.15,566.21,23.996,593.5,25.152,136.22,5.773,76.92,3.26,23596426,1.11747E+12,1539.015,65222.362,1.377
Australia,2015,403.279,16.851,-5.981,3.09,0.129,174.961,7.311,10.877,0.454,72.362,3.024,137.945,5.764,1.01,4.026,0.352,0.256,397.299,16.601,0.347,16582.643,177.391,9378.986,202.445,1688.774,5044.077,90.972,-1.48,1.14,0.21,1.19,2.92,1.07,1.16,1.34,1.09,0.5,1.31,1.29,0.81,0.95,1.16,566.47,23.669,594.58,24.844,134.07,5.602,72.65,3.036,23932499,1.14539E+12,1575.636,65836.688,1.376
Australia,2016,415.945,17.143,-26.779,2.966,0.122,181.724,7.49,12.593,0.519,75.956,3.131,138.745,5.718,3.14,12.666,0.354,0.263,389.167,16.04,0.331,16998.589,180.357,9560.709,215.037,1764.73,5182.822,94.934,-6.44,1.17,0.2,1.27,3.25,1.09,1.16,1.33,1.09,0.49,1.31,1.34,0.82,0.95,1.16,577.32,23.795,573.39,23.633,119.11,4.909,58.3,2.403,24262710,1.17648E+12,1582.272,65214.135,1.345
Australia,2017,414.751,16.87,-26.749,3.02,0.123,176.972,7.198,14.869,0.605,76.405,3.108,139.585,5.678,-0.29,-1.194,0.344,0.264,388.002,15.782,0.322,17413.34,183.377,9737.681,229.906,1841.135,5322.407,98.834,-6.45,1.15,0.2,1.22,3.52,1.07,1.15,1.3,1.1,0.48,1.31,1.39,0.83,0.96,1.17,623.08,25.344,619.79,25.21,140.33,5.708,80.02,3.255,24584619,1.20534E+12,1574.244,64033.683,1.306
Australia,2018,416.001,16.708,-37.476,2.946,0.118,169.64,6.813,16.954,0.681,79.77,3.204,142.785,5.735,0.3,1.25,0.336,0.263,378.525,15.203,0.306,17829.341,186.324,9907.321,246.861,1920.905,5465.191,102.739,-9.01,1.14,0.19,1.15,4.11,1.07,1.17,1.3,1.1,0.47,1.3,1.46,0.83,0.96,1.17,619.26,24.872,615.38,24.716,139.89,5.618,77.65,3.119,24898153,1.23856E+12,1582.532,63560.204,1.278
Austria,2000,66.139,8.196,30.426,1.712,0.212,15.753,1.952,0.165,0.02,15.255,1.89,32.163,3.986,0.76,0.499,0.236,0.173,96.564,11.967,0.344,4098.183,102.269,2426.224,1.37,381.155,1175.677,11.488,46,0.26,0.24,0.17,0.06,0.32,0.31,0.51,0.39,0.56,0.46,0.01,0.31,0.32,0.29,64.76,8.026,78.24,9.696,8.94,1.108,4.59,0.569,8069276,2.8041E+11,383.281,47498.841,1.367
Austria,2001,70.139,8.662,28.901,1.72,0.212,16.564,2.046,0.183,0.023,16.147,1.994,34.411,4.249,6.05,4,0.246,0.176,99.04,12.23,0.347,4168.322,103.989,2442.788,1.553,397.302,1210.087,12.603,41.21,0.28,0.23,0.18,0.07,0.34,0.33,0.53,0.39,0.55,0.46,0.01,0.32,0.32,0.3,76.39,9.433,82.55,10.194,8.8,1.087,4.46,0.551,8097755,2.85336E+11,397.414,49077.003,1.393
Austria,2002,71.943,8.844,27.464,1.736,0.213,16.737,2.058,0.167,0.021,16.06,1.974,36.057,4.433,2.57,1.804,0.247,0.181,99.407,12.221,0.341,4240.265,105.725,2459.525,1.72,413.361,1246.144,13.79,38.18,0.28,0.22,0.18,0.06,0.33,0.35,0.55,0.39,0.53,0.45,0.02,0.32,0.32,0.31,77.69,9.551,83.86,10.309,8.69,1.068,4.35,0.535,8134403,2.91225E+11,398.17,48948.877,1.367
